"order_date","region","promo_group","order_count","gross_revenue","avg_order_value"
"2026-06-03 00:00:00.000","EAST","PROMOTIONAL","10","5824.40","582.440000"
"2026-06-03 00:00:00.000","SOUT","ORGANIC","10","5821.80","582.180000"
"2026-06-03 00:00:00.000","WEST","PROMOTIONAL","10","5823.10","582.310000"
"2026-06-04 00:00:00.000","EAST","PROMOTIONAL","10","5772.40","577.240000"
"2026-06-04 00:00:00.000","SOUT","ORGANIC","9","5195.16","577.240000"
"2026-06-04 00:00:00.000","WEST","PROMOTIONAL","10","5771.10","577.110000"
"2026-06-05 00:00:00.000","EAST","PROMOTIONAL","10","5720.40","572.040000"
"2026-06-05 00:00:00.000","SOUT","ORGANIC","10","5723.00","572.300000"
"2026-06-05 00:00:00.000","WEST","PROMOTIONAL","9","5149.53","572.170000"
"2026-06-06 00:00:00.000","EAST","PROMOTIONAL","9","5103.90","567.100000"
"2026-06-06 00:00:00.000","SOUT","ORGANIC","10","5671.00","567.100000"
"2026-06-06 00:00:00.000","WEST","PROMOTIONAL","10","5672.30","567.230000"
"2026-06-07 00:00:00.000","EAST","PROMOTIONAL","10","5621.60","562.160000"
"2026-06-07 00:00:00.000","SOUT","ORGANIC","10","5619.00","561.900000"
"2026-06-07 00:00:00.000","WEST","PROMOTIONAL","10","5620.30","562.030000"
"2026-06-08 00:00:00.000","EAST","PROMOTIONAL","10","5569.60","556.960000"
"2026-06-08 00:00:00.000","SOUT","ORGANIC","9","5012.64","556.960000"
"2026-06-08 00:00:00.000","WEST","PROMOTIONAL","10","5568.30","556.830000"
"2026-06-09 00:00:00.000","EAST","PROMOTIONAL","10","5517.60","551.760000"
"2026-06-09 00:00:00.000","SOUT","ORGANIC","10","5520.20","552.020000"
"2026-06-09 00:00:00.000","WEST","PROMOTIONAL","9","4967.01","551.890000"
"2026-06-10 00:00:00.000","EAST","PROMOTIONAL","9","4921.38","546.820000"
"2026-06-10 00:00:00.000","SOUT","ORGANIC","10","5468.20","546.820000"
"2026-06-10 00:00:00.000","WEST","PROMOTIONAL","10","5469.50","546.950000"
"2026-06-11 00:00:00.000","EAST","PROMOTIONAL","10","5418.80","541.880000"
"2026-06-11 00:00:00.000","SOUT","ORGANIC","9","4876.92","541.880000"
"2026-06-11 00:00:00.000","WEST","PROMOTIONAL","10","5417.50","541.750000"
"2026-06-12 00:00:00.000","EAST","PROMOTIONAL","10","5366.80","536.680000"
"2026-06-12 00:00:00.000","SOUT","ORGANIC","10","5369.40","536.940000"
"2026-06-12 00:00:00.000","WEST","PROMOTIONAL","9","4831.29","536.810000"
"2026-06-13 00:00:00.000","EAST","PROMOTIONAL","9","4785.66","531.740000"
"2026-06-13 00:00:00.000","SOUT","ORGANIC","10","5317.40","531.740000"
"2026-06-13 00:00:00.000","WEST","PROMOTIONAL","10","5318.70","531.870000"
"2026-06-14 00:00:00.000","EAST","PROMOTIONAL","10","5268.00","526.800000"
"2026-06-14 00:00:00.000","SOUT","ORGANIC","10","5265.40","526.540000"
"2026-06-14 00:00:00.000","WEST","PROMOTIONAL","10","5266.70","526.670000"
"2026-06-15 00:00:00.000","EAST","PROMOTIONAL","10","5216.00","521.600000"
"2026-06-15 00:00:00.000","SOUT","ORGANIC","9","4694.40","521.600000"
"2026-06-15 00:00:00.000","WEST","PROMOTIONAL","10","5214.70","521.470000"
"2026-06-16 00:00:00.000","EAST","PROMOTIONAL","10","5164.00","516.400000"
"2026-06-16 00:00:00.000","SOUT","ORGANIC","10","5166.60","516.660000"
"2026-06-16 00:00:00.000","WEST","PROMOTIONAL","9","4648.77","516.530000"
"2026-06-17 00:00:00.000","EAST","PROMOTIONAL","9","4603.14","511.460000"
"2026-06-17 00:00:00.000","SOUT","ORGANIC","10","5114.60","511.460000"
"2026-06-17 00:00:00.000","WEST","PROMOTIONAL","10","5115.90","511.590000"
"2026-06-18 00:00:00.000","EAST","PROMOTIONAL","10","5065.20","506.520000"
"2026-06-18 00:00:00.000","SOUT","ORGANIC","10","5062.60","506.260000"
"2026-06-18 00:00:00.000","WEST","PROMOTIONAL","10","5063.90","506.390000"
"2026-06-19 00:00:00.000","EAST","PROMOTIONAL","10","5013.20","501.320000"
"2026-06-19 00:00:00.000","SOUT","ORGANIC","9","4511.88","501.320000"
"2026-06-19 00:00:00.000","WEST","PROMOTIONAL","10","5011.90","501.190000"
"2026-06-20 00:00:00.000","EAST","PROMOTIONAL","10","4961.20","496.120000"
"2026-06-20 00:00:00.000","SOUT","ORGANIC","10","4963.80","496.380000"
"2026-06-20 00:00:00.000","WEST","PROMOTIONAL","9","4466.25","496.250000"
"2026-06-21 00:00:00.000","EAST","PROMOTIONAL","9","4420.62","491.180000"
"2026-06-21 00:00:00.000","SOUT","ORGANIC","10","4911.80","491.180000"
"2026-06-21 00:00:00.000","WEST","PROMOTIONAL","10","4913.10","491.310000"
"2026-06-22 00:00:00.000","EAST","PROMOTIONAL","10","4862.40","486.240000"
"2026-06-22 00:00:00.000","SOUT","ORGANIC","10","4859.80","485.980000"
"2026-06-22 00:00:00.000","WEST","PROMOTIONAL","10","4861.10","486.110000"
"2026-06-23 00:00:00.000","EAST","PROMOTIONAL","10","4810.40","481.040000"
"2026-06-23 00:00:00.000","SOUT","ORGANIC","9","4329.36","481.040000"
"2026-06-23 00:00:00.000","WEST","PROMOTIONAL","10","4809.10","480.910000"
"2026-06-24 00:00:00.000","EAST","PROMOTIONAL","9","4284.90","476.100000"
"2026-06-24 00:00:00.000","SOUT","ORGANIC","10","4761.00","476.100000"
"2026-06-24 00:00:00.000","WEST","PROMOTIONAL","9","4283.73","475.970000"
"2026-06-25 00:00:00.000","EAST","PROMOTIONAL","10","4711.60","471.160000"
"2026-06-25 00:00:00.000","SOUT","ORGANIC","10","4709.00","470.900000"
"2026-06-25 00:00:00.000","WEST","PROMOTIONAL","10","4710.30","471.030000"
"2026-06-26 00:00:00.000","EAST","PROMOTIONAL","10","4659.60","465.960000"
"2026-06-26 00:00:00.000","SOUT","ORGANIC","9","4193.64","465.960000"
"2026-06-26 00:00:00.000","WEST","PROMOTIONAL","10","4658.30","465.830000"
"2026-06-27 00:00:00.000","EAST","PROMOTIONAL","10","4607.60","460.760000"
"2026-06-27 00:00:00.000","SOUT","ORGANIC","10","4610.20","461.020000"
"2026-06-27 00:00:00.000","WEST","PROMOTIONAL","9","4148.01","460.890000"
"2026-06-28 00:00:00.000","EAST","PROMOTIONAL","9","4102.38","455.820000"
"2026-06-28 00:00:00.000","SOUT","ORGANIC","10","4558.20","455.820000"
"2026-06-28 00:00:00.000","WEST","PROMOTIONAL","10","4559.50","455.950000"
"2026-06-29 00:00:00.000","EAST","PROMOTIONAL","10","4508.80","450.880000"
"2026-06-29 00:00:00.000","SOUT","ORGANIC","10","4506.20","450.620000"
"2026-06-29 00:00:00.000","WEST","PROMOTIONAL","10","4507.50","450.750000"
"2026-06-30 00:00:00.000","EAST","PROMOTIONAL","10","4456.80","445.680000"
"2026-06-30 00:00:00.000","SOUT","ORGANIC","9","4011.12","445.680000"
"2026-06-30 00:00:00.000","WEST","PROMOTIONAL","10","4455.50","445.550000"
"2026-07-01 00:00:00.000","EAST","PROMOTIONAL","10","4404.80","440.480000"
"2026-07-01 00:00:00.000","SOUT","ORGANIC","10","4407.40","440.740000"
"2026-07-01 00:00:00.000","WEST","PROMOTIONAL","9","3965.49","440.610000"
"2026-07-02 00:00:00.000","EAST","PROMOTIONAL","9","3919.86","435.540000"
"2026-07-02 00:00:00.000","SOUT","ORGANIC","10","4355.40","435.540000"
"2026-07-02 00:00:00.000","WEST","PROMOTIONAL","10","4356.70","435.670000"
"2026-07-03 00:00:00.000","EAST","PROMOTIONAL","10","4306.00","430.600000"
"2026-07-03 00:00:00.000","SOUT","ORGANIC","10","4303.40","430.340000"
"2026-07-03 00:00:00.000","WEST","PROMOTIONAL","10","4304.70","430.470000"
"2026-07-04 00:00:00.000","EAST","PROMOTIONAL","10","4254.00","425.400000"
"2026-07-04 00:00:00.000","SOUT","ORGANIC","9","3828.60","425.400000"
"2026-07-04 00:00:00.000","WEST","PROMOTIONAL","10","4252.70","425.270000"
"2026-07-05 00:00:00.000","EAST","PROMOTIONAL","10","4202.00","420.200000"
"2026-07-05 00:00:00.000","SOUT","ORGANIC","10","4204.60","420.460000"
"2026-07-05 00:00:00.000","WEST","PROMOTIONAL","9","3782.97","420.330000"
"2026-07-06 00:00:00.000","EAST","PROMOTIONAL","9","3737.34","415.260000"
"2026-07-06 00:00:00.000","SOUT","ORGANIC","10","4152.60","415.260000"
"2026-07-06 00:00:00.000","WEST","PROMOTIONAL","10","4153.90","415.390000"
"2026-07-07 00:00:00.000","EAST","PROMOTIONAL","10","4103.20","410.320000"
"2026-07-07 00:00:00.000","SOUT","ORGANIC","9","3692.88","410.320000"
"2026-07-07 00:00:00.000","WEST","PROMOTIONAL","10","4101.90","410.190000"
"2026-07-08 00:00:00.000","EAST","PROMOTIONAL","10","4051.20","405.120000"
"2026-07-08 00:00:00.000","SOUT","ORGANIC","10","4053.80","405.380000"
"2026-07-08 00:00:00.000","WEST","PROMOTIONAL","9","3647.25","405.250000"
"2026-07-09 00:00:00.000","EAST","PROMOTIONAL","9","3601.62","400.180000"
"2026-07-09 00:00:00.000","SOUT","ORGANIC","10","4001.80","400.180000"
"2026-07-09 00:00:00.000","WEST","PROMOTIONAL","10","4003.10","400.310000"
"2026-07-10 00:00:00.000","EAST","PROMOTIONAL","10","3952.40","395.240000"
"2026-07-10 00:00:00.000","SOUT","ORGANIC","10","3949.80","394.980000"
"2026-07-10 00:00:00.000","WEST","PROMOTIONAL","10","3951.10","395.110000"
"2026-07-11 00:00:00.000","EAST","PROMOTIONAL","10","3900.40","390.040000"
"2026-07-11 00:00:00.000","SOUT","ORGANIC","9","3510.36","390.040000"
"2026-07-11 00:00:00.000","WEST","PROMOTIONAL","10","3899.10","389.910000"
"2026-07-12 00:00:00.000","EAST","PROMOTIONAL","10","3848.40","384.840000"
"2026-07-12 00:00:00.000","SOUT","ORGANIC","10","3851.00","385.100000"
"2026-07-12 00:00:00.000","WEST","PROMOTIONAL","9","3464.73","384.970000"
"2026-07-13 00:00:00.000","EAST","PROMOTIONAL","9","3419.10","379.900000"
"2026-07-13 00:00:00.000","SOUT","ORGANIC","10","3799.00","379.900000"
"2026-07-13 00:00:00.000","WEST","PROMOTIONAL","10","3800.30","380.030000"
"2026-07-14 00:00:00.000","EAST","PROMOTIONAL","10","3749.60","374.960000"
"2026-07-14 00:00:00.000","SOUT","ORGANIC","10","3747.00","374.700000"
"2026-07-14 00:00:00.000","WEST","PROMOTIONAL","10","3748.30","374.830000"
"2026-07-15 00:00:00.000","EAST","PROMOTIONAL","10","3697.60","369.760000"
"2026-07-15 00:00:00.000","SOUT","ORGANIC","9","3327.84","369.760000"
"2026-07-15 00:00:00.000","WEST","PROMOTIONAL","10","3696.30","369.630000"
"2026-07-16 00:00:00.000","EAST","PROMOTIONAL","10","3645.60","364.560000"
"2026-07-16 00:00:00.000","SOUT","ORGANIC","10","3648.20","364.820000"
"2026-07-16 00:00:00.000","WEST","PROMOTIONAL","9","3282.21","364.690000"
"2026-07-17 00:00:00.000","EAST","PROMOTIONAL","9","3236.58","359.620000"
"2026-07-17 00:00:00.000","SOUT","ORGANIC","10","3596.20","359.620000"
"2026-07-17 00:00:00.000","WEST","PROMOTIONAL","10","3597.50","359.750000"
"2026-07-18 00:00:00.000","EAST","PROMOTIONAL","10","3546.80","354.680000"
"2026-07-18 00:00:00.000","SOUT","ORGANIC","9","3192.12","354.680000"
"2026-07-18 00:00:00.000","WEST","PROMOTIONAL","10","3545.50","354.550000"
"2026-07-19 00:00:00.000","EAST","PROMOTIONAL","10","3494.80","349.480000"
"2026-07-19 00:00:00.000","SOUT","ORGANIC","10","3497.40","349.740000"
"2026-07-19 00:00:00.000","WEST","PROMOTIONAL","9","3146.49","349.610000"
"2026-07-20 00:00:00.000","EAST","PROMOTIONAL","9","3100.86","344.540000"
"2026-07-20 00:00:00.000","SOUT","ORGANIC","10","3445.40","344.540000"
"2026-07-20 00:00:00.000","WEST","PROMOTIONAL","10","3446.70","344.670000"
"2026-07-21 00:00:00.000","EAST","PROMOTIONAL","10","3396.00","339.600000"
"2026-07-21 00:00:00.000","SOUT","ORGANIC","10","3393.40","339.340000"
"2026-07-21 00:00:00.000","WEST","PROMOTIONAL","10","3394.70","339.470000"
"2026-07-22 00:00:00.000","EAST","PROMOTIONAL","10","3344.00","334.400000"
"2026-07-22 00:00:00.000","SOUT","ORGANIC","9","3009.60","334.400000"
"2026-07-22 00:00:00.000","WEST","PROMOTIONAL","10","3342.70","334.270000"
"2026-07-23 00:00:00.000","EAST","PROMOTIONAL","10","3292.00","329.200000"
"2026-07-23 00:00:00.000","SOUT","ORGANIC","10","3294.60","329.460000"
"2026-07-23 00:00:00.000","WEST","PROMOTIONAL","9","2963.97","329.330000"
"2026-07-24 00:00:00.000","EAST","PROMOTIONAL","9","2918.34","324.260000"
"2026-07-24 00:00:00.000","SOUT","ORGANIC","10","3242.60","324.260000"
"2026-07-24 00:00:00.000","WEST","PROMOTIONAL","10","3243.90","324.390000"
"2026-07-25 00:00:00.000","EAST","PROMOTIONAL","10","3193.20","319.320000"
"2026-07-25 00:00:00.000","SOUT","ORGANIC","10","3190.60","319.060000"
"2026-07-25 00:00:00.000","WEST","PROMOTIONAL","10","3191.90","319.190000"
"2026-07-26 00:00:00.000","EAST","PROMOTIONAL","10","3141.20","314.120000"
"2026-07-26 00:00:00.000","SOUT","ORGANIC","9","2827.08","314.120000"
"2026-07-26 00:00:00.000","WEST","PROMOTIONAL","10","3139.90","313.990000"
"2026-07-27 00:00:00.000","EAST","PROMOTIONAL","10","3089.20","308.920000"
"2026-07-27 00:00:00.000","SOUT","ORGANIC","10","3091.80","309.180000"
"2026-07-27 00:00:00.000","WEST","PROMOTIONAL","9","2781.45","309.050000"
"2026-07-28 00:00:00.000","EAST","PROMOTIONAL","9","2735.82","303.980000"
"2026-07-28 00:00:00.000","SOUT","ORGANIC","10","3039.80","303.980000"
"2026-07-28 00:00:00.000","WEST","PROMOTIONAL","10","3041.10","304.110000"
"2026-07-29 00:00:00.000","EAST","PROMOTIONAL","10","2990.40","299.040000"
"2026-07-29 00:00:00.000","SOUT","ORGANIC","10","2987.80","298.780000"
"2026-07-29 00:00:00.000","WEST","PROMOTIONAL","10","2989.10","298.910000"
"2026-07-30 00:00:00.000","EAST","PROMOTIONAL","10","2938.40","293.840000"
"2026-07-30 00:00:00.000","SOUT","ORGANIC","9","2644.56","293.840000"
"2026-07-30 00:00:00.000","WEST","PROMOTIONAL","10","2937.10","293.710000"
"2026-07-31 00:00:00.000","EAST","PROMOTIONAL","9","2600.10","288.900000"
"2026-07-31 00:00:00.000","SOUT","ORGANIC","10","2889.00","288.900000"
"2026-07-31 00:00:00.000","WEST","PROMOTIONAL","9","2598.93","288.770000"
"2026-08-01 00:00:00.000","EAST","PROMOTIONAL","10","2839.60","283.960000"
"2026-08-01 00:00:00.000","SOUT","ORGANIC","10","2837.00","283.700000"
"2026-08-01 00:00:00.000","WEST","PROMOTIONAL","10","2838.30","283.830000"
"2026-08-02 00:00:00.000","EAST","PROMOTIONAL","10","2787.60","278.760000"
"2026-08-02 00:00:00.000","SOUT","ORGANIC","9","2508.84","278.760000"
"2026-08-02 00:00:00.000","WEST","PROMOTIONAL","10","2786.30","278.630000"
"2026-08-03 00:00:00.000","EAST","PROMOTIONAL","10","2735.60","273.560000"
"2026-08-03 00:00:00.000","SOUT","ORGANIC","10","2738.20","273.820000"
"2026-08-03 00:00:00.000","WEST","PROMOTIONAL","9","2463.21","273.690000"
"2026-08-04 00:00:00.000","EAST","PROMOTIONAL","9","2417.58","268.620000"
"2026-08-04 00:00:00.000","SOUT","ORGANIC","10","2686.20","268.620000"
"2026-08-04 00:00:00.000","WEST","PROMOTIONAL","10","2687.50","268.750000"
"2026-08-05 00:00:00.000","EAST","PROMOTIONAL","10","2636.80","263.680000"
"2026-08-05 00:00:00.000","SOUT","ORGANIC","10","2634.20","263.420000"
"2026-08-05 00:00:00.000","WEST","PROMOTIONAL","10","2635.50","263.550000"
"2026-08-06 00:00:00.000","EAST","PROMOTIONAL","10","2584.80","258.480000"
"2026-08-06 00:00:00.000","SOUT","ORGANIC","9","2326.32","258.480000"
"2026-08-06 00:00:00.000","WEST","PROMOTIONAL","10","2583.50","258.350000"
"2026-08-07 00:00:00.000","EAST","PROMOTIONAL","10","2532.80","253.280000"
"2026-08-07 00:00:00.000","SOUT","ORGANIC","10","2535.40","253.540000"
"2026-08-07 00:00:00.000","WEST","PROMOTIONAL","9","2280.69","253.410000"
"2026-08-08 00:00:00.000","EAST","PROMOTIONAL","9","2235.06","248.340000"
"2026-08-08 00:00:00.000","SOUT","ORGANIC","10","2483.40","248.340000"
"2026-08-08 00:00:00.000","WEST","PROMOTIONAL","10","2484.70","248.470000"
"2026-08-09 00:00:00.000","EAST","PROMOTIONAL","10","2434.00","243.400000"
"2026-08-09 00:00:00.000","SOUT","ORGANIC","10","2431.40","243.140000"
"2026-08-09 00:00:00.000","WEST","PROMOTIONAL","10","2432.70","243.270000"
"2026-08-10 00:00:00.000","EAST","PROMOTIONAL","10","2382.00","238.200000"
"2026-08-10 00:00:00.000","SOUT","ORGANIC","9","2143.80","238.200000"
"2026-08-10 00:00:00.000","WEST","PROMOTIONAL","10","2380.70","238.070000"
"2026-08-11 00:00:00.000","EAST","PROMOTIONAL","10","2330.00","233.000000"
"2026-08-11 00:00:00.000","SOUT","ORGANIC","10","2332.60","233.260000"
"2026-08-11 00:00:00.000","WEST","PROMOTIONAL","9","2098.17","233.130000"
"2026-08-12 00:00:00.000","EAST","PROMOTIONAL","9","2052.54","228.060000"
"2026-08-12 00:00:00.000","SOUT","ORGANIC","10","2280.60","228.060000"
"2026-08-12 00:00:00.000","WEST","PROMOTIONAL","10","2281.90","228.190000"
"2026-08-13 00:00:00.000","EAST","PROMOTIONAL","10","2231.20","223.120000"
"2026-08-13 00:00:00.000","SOUT","ORGANIC","9","2008.08","223.120000"
"2026-08-13 00:00:00.000","WEST","PROMOTIONAL","10","2229.90","222.990000"
"2026-08-14 00:00:00.000","EAST","PROMOTIONAL","10","2179.20","217.920000"
"2026-08-14 00:00:00.000","SOUT","ORGANIC","10","2181.80","218.180000"
"2026-08-14 00:00:00.000","WEST","PROMOTIONAL","9","1962.45","218.050000"
"2026-08-15 00:00:00.000","EAST","PROMOTIONAL","9","1916.82","212.980000"
"2026-08-15 00:00:00.000","SOUT","ORGANIC","10","2129.80","212.980000"
"2026-08-15 00:00:00.000","WEST","PROMOTIONAL","10","2131.10","213.110000"
"2026-08-16 00:00:00.000","EAST","PROMOTIONAL","10","2080.40","208.040000"
"2026-08-16 00:00:00.000","SOUT","ORGANIC","10","2077.80","207.780000"
"2026-08-16 00:00:00.000","WEST","PROMOTIONAL","10","2079.10","207.910000"
"2026-08-17 00:00:00.000","EAST","PROMOTIONAL","10","2028.40","202.840000"
"2026-08-17 00:00:00.000","SOUT","ORGANIC","9","1825.56","202.840000"
"2026-08-17 00:00:00.000","WEST","PROMOTIONAL","10","2027.10","202.710000"
"2026-08-18 00:00:00.000","EAST","PROMOTIONAL","10","1976.40","197.640000"
"2026-08-18 00:00:00.000","SOUT","ORGANIC","10","1979.00","197.900000"
"2026-08-18 00:00:00.000","WEST","PROMOTIONAL","9","1779.93","197.770000"
"2026-08-19 00:00:00.000","EAST","PROMOTIONAL","9","1734.30","192.700000"
"2026-08-19 00:00:00.000","SOUT","ORGANIC","10","1927.00","192.700000"
"2026-08-19 00:00:00.000","WEST","PROMOTIONAL","10","1928.30","192.830000"
"2026-08-20 00:00:00.000","EAST","PROMOTIONAL","10","1877.60","187.760000"
"2026-08-20 00:00:00.000","SOUT","ORGANIC","10","1875.00","187.500000"
"2026-08-20 00:00:00.000","WEST","PROMOTIONAL","10","1876.30","187.630000"
"2026-08-21 00:00:00.000","EAST","PROMOTIONAL","10","1825.60","182.560000"
"2026-08-21 00:00:00.000","SOUT","ORGANIC","9","1643.04","182.560000"
"2026-08-21 00:00:00.000","WEST","PROMOTIONAL","10","1824.30","182.430000"
"2026-08-22 00:00:00.000","EAST","PROMOTIONAL","10","1773.60","177.360000"
"2026-08-22 00:00:00.000","SOUT","ORGANIC","10","1776.20","177.620000"
"2026-08-22 00:00:00.000","WEST","PROMOTIONAL","9","1597.41","177.490000"
"2026-08-23 00:00:00.000","EAST","PROMOTIONAL","9","1551.78","172.420000"
"2026-08-23 00:00:00.000","SOUT","ORGANIC","10","1724.20","172.420000"
"2026-08-23 00:00:00.000","WEST","PROMOTIONAL","10","1725.50","172.550000"
"2026-08-24 00:00:00.000","EAST","PROMOTIONAL","10","1674.80","167.480000"
"2026-08-24 00:00:00.000","SOUT","ORGANIC","9","1507.32","167.480000"
"2026-08-24 00:00:00.000","WEST","PROMOTIONAL","10","1673.50","167.350000"
"2026-08-25 00:00:00.000","EAST","PROMOTIONAL","10","1622.80","162.280000"
"2026-08-25 00:00:00.000","SOUT","ORGANIC","10","1625.40","162.540000"
"2026-08-25 00:00:00.000","WEST","PROMOTIONAL","9","1461.69","162.410000"
"2026-08-26 00:00:00.000","EAST","PROMOTIONAL","9","1416.06","157.340000"
"2026-08-26 00:00:00.000","SOUT","ORGANIC","10","1573.40","157.340000"
"2026-08-26 00:00:00.000","WEST","PROMOTIONAL","10","1574.70","157.470000"
"2026-08-27 00:00:00.000","EAST","PROMOTIONAL","10","1524.00","152.400000"
"2026-08-27 00:00:00.000","SOUT","ORGANIC","10","1521.40","152.140000"
"2026-08-27 00:00:00.000","WEST","PROMOTIONAL","10","1522.70","152.270000"
"2026-08-28 00:00:00.000","EAST","PROMOTIONAL","10","1472.00","147.200000"
"2026-08-28 00:00:00.000","SOUT","ORGANIC","9","1324.80","147.200000"
"2026-08-28 00:00:00.000","WEST","PROMOTIONAL","10","1470.70","147.070000"
"2026-08-29 00:00:00.000","EAST","PROMOTIONAL","10","1420.00","142.000000"
"2026-08-29 00:00:00.000","SOUT","ORGANIC","10","1422.60","142.260000"
"2026-08-29 00:00:00.000","WEST","PROMOTIONAL","9","1279.17","142.130000"
"2026-08-30 00:00:00.000","EAST","PROMOTIONAL","9","1233.54","137.060000"
"2026-08-30 00:00:00.000","SOUT","ORGANIC","10","1370.60","137.060000"
"2026-08-30 00:00:00.000","WEST","PROMOTIONAL","10","1371.90","137.190000"
"2026-08-31 00:00:00.000","EAST","PROMOTIONAL","10","1321.20","132.120000"
"2026-08-31 00:00:00.000","SOUT","ORGANIC","10","1318.60","131.860000"
"2026-08-31 00:00:00.000","WEST","PROMOTIONAL","10","1319.90","131.990000"
"2026-09-01 00:00:00.000","EAST","PROMOTIONAL","10","1269.20","126.920000"
"2026-09-01 00:00:00.000","SOUT","ORGANIC","9","1142.28","126.920000"
"2026-09-01 00:00:00.000","WEST","PROMOTIONAL","10","1267.90","126.790000"
"2026-09-02 00:00:00.000","EAST","PROMOTIONAL","10","1217.20","121.720000"
"2026-09-02 00:00:00.000","SOUT","ORGANIC","10","1219.80","121.980000"
"2026-09-02 00:00:00.000","WEST","PROMOTIONAL","9","1096.65","121.850000"
"2026-09-03 00:00:00.000","EAST","PROMOTIONAL","9","1051.02","116.780000"
"2026-09-03 00:00:00.000","SOUT","ORGANIC","10","1167.80","116.780000"
"2026-09-03 00:00:00.000","WEST","PROMOTIONAL","10","1169.10","116.910000"
"2026-09-04 00:00:00.000","EAST","PROMOTIONAL","10","1118.40","111.840000"
"2026-09-04 00:00:00.000","SOUT","ORGANIC","10","1115.80","111.580000"
"2026-09-04 00:00:00.000","WEST","PROMOTIONAL","10","1117.10","111.710000"
"2026-09-05 00:00:00.000","EAST","PROMOTIONAL","10","1066.40","106.640000"
"2026-09-05 00:00:00.000","SOUT","ORGANIC","9","959.76","106.640000"
"2026-09-05 00:00:00.000","WEST","PROMOTIONAL","10","1065.10","106.510000"
"2026-09-06 00:00:00.000","EAST","PROMOTIONAL","9","915.30","101.700000"
"2026-09-06 00:00:00.000","SOUT","ORGANIC","10","1017.00","101.700000"
"2026-09-06 00:00:00.000","WEST","PROMOTIONAL","9","914.13","101.570000"
"2026-09-07 00:00:00.000","EAST","PROMOTIONAL","10","967.60","96.760000"
"2026-09-07 00:00:00.000","SOUT","ORGANIC","10","965.00","96.500000"
"2026-09-07 00:00:00.000","WEST","PROMOTIONAL","10","966.30","96.630000"
"2026-09-08 00:00:00.000","EAST","PROMOTIONAL","10","915.60","91.560000"
"2026-09-08 00:00:00.000","SOUT","ORGANIC","9","824.04","91.560000"
"2026-09-08 00:00:00.000","WEST","PROMOTIONAL","10","914.30","91.430000"
"2026-09-09 00:00:00.000","EAST","PROMOTIONAL","10","863.60","86.360000"
"2026-09-09 00:00:00.000","SOUT","ORGANIC","10","866.20","86.620000"
"2026-09-09 00:00:00.000","WEST","PROMOTIONAL","9","778.41","86.490000"
"2026-09-10 00:00:00.000","EAST","PROMOTIONAL","9","732.78","81.420000"
"2026-09-10 00:00:00.000","SOUT","ORGANIC","10","814.20","81.420000"
