"order_item_id","order_id","sku","quantity","unit_price","discount_pct"
"201","201","SKU-00418","4","43.19","0.0003"
"202","202","SKU-00435","3","43.38","0.0006"
"203","203","SKU-00452","2","43.57","0.0009"
"204","204","SKU-00469","1","43.76","0.0012"
"205","205","SKU-00486","4","43.95","0.0015"
"206","206","SKU-00503","3","44.14","0.0018"
"207","207","SKU-00520","2","44.33","0.0021"
"208","208","SKU-00537","1","44.52","0.0024"
"209","209","SKU-00554","4","44.71","0.0002"
"210","210","SKU-00571","3","44.90","0.0005"
"211","211","SKU-00588","2","45.09","0.0008"
"212","212","SKU-00605","1","45.28","0.0011"
"213","213","SKU-00622","4","45.47","0.0014"
"214","214","SKU-00639","3","45.66","0.0017"
"215","215","SKU-00656","2","45.85","0.0020"
"216","216","SKU-00673","1","46.04","0.0023"
"217","217","SKU-00690","4","46.23","0.0001"
"218","218","SKU-00707","3","46.42","0.0004"
"219","219","SKU-00724","2","46.61","0.0007"
"220","220","SKU-00741","1","46.80","0.0010"
"221","221","SKU-00758","4","46.99","0.0013"
"222","222","SKU-00775","3","47.18","0.0016"
"223","223","SKU-00792","2","47.37","0.0019"
"224","224","SKU-00809","1","47.56","0.0022"
"225","225","SKU-00826","4","47.75","0.0000"
"226","226","SKU-00843","3","47.94","0.0003"
"227","227","SKU-00860","2","48.13","0.0006"
"228","228","SKU-00877","1","48.32","0.0009"
"229","229","SKU-00894","4","48.51","0.0012"
"230","230","SKU-00911","3","48.70","0.0015"
"231","231","SKU-00928","2","48.89","0.0018"
"232","232","SKU-00945","1","49.08","0.0021"
"233","233","SKU-00962","4","49.27","0.0024"
"234","234","SKU-00979","3","49.46","0.0002"
"235","235","SKU-00996","2","49.65","0.0005"
"236","236","SKU-00013","1","49.84","0.0008"
"237","237","SKU-00030","4","50.03","0.0011"
"238","238","SKU-00047","3","50.22","0.0014"
"239","239","SKU-00064","2","50.41","0.0017"
"240","240","SKU-00081","1","50.60","0.0020"
"241","241","SKU-00098","4","50.79","0.0023"
"242","242","SKU-00115","3","50.98","0.0001"
"243","243","SKU-00132","2","51.17","0.0004"
"244","244","SKU-00149","1","51.36","0.0007"
"245","245","SKU-00166","4","51.55","0.0010"
"246","246","SKU-00183","3","51.74","0.0013"
"247","247","SKU-00200","2","51.93","0.0016"
"248","248","SKU-00217","1","52.12","0.0019"
"249","249","SKU-00234","4","52.31","0.0022"
"250","250","SKU-00251","3","52.50","0.0000"
"251","251","SKU-00268","2","52.69","0.0003"
"252","252","SKU-00285","1","52.88","0.0006"
"253","253","SKU-00302","4","53.07","0.0009"
"254","254","SKU-00319","3","53.26","0.0012"
"255","255","SKU-00336","2","53.45","0.0015"
"256","256","SKU-00353","1","53.64","0.0018"
"257","257","SKU-00370","4","53.83","0.0021"
"258","258","SKU-00387","3","54.02","0.0024"
"259","259","SKU-00404","2","54.21","0.0002"
"260","260","SKU-00421","1","54.40","0.0005"
"261","261","SKU-00438","4","54.59","0.0008"
"262","262","SKU-00455","3","54.78","0.0011"
"263","263","SKU-00472","2","54.97","0.0014"
"264","264","SKU-00489","1","55.16","0.0017"
"265","265","SKU-00506","4","55.35","0.0020"
"266","266","SKU-00523","3","55.54","0.0023"
"267","267","SKU-00540","2","55.73","0.0001"
"268","268","SKU-00557","1","55.92","0.0004"
"269","269","SKU-00574","4","56.11","0.0007"
"270","270","SKU-00591","3","56.30","0.0010"
"271","271","SKU-00608","2","56.49","0.0013"
"272","272","SKU-00625","1","56.68","0.0016"
"273","273","SKU-00642","4","56.87","0.0019"
"274","274","SKU-00659","3","57.06","0.0022"
"275","275","SKU-00676","2","57.25","0.0000"
"276","276","SKU-00693","1","57.44","0.0003"
"277","277","SKU-00710","4","57.63","0.0006"
"278","278","SKU-00727","3","57.82","0.0009"
"279","279","SKU-00744","2","58.01","0.0012"
"280","280","SKU-00761","1","58.20","0.0015"
"281","281","SKU-00778","4","58.39","0.0018"
"282","282","SKU-00795","3","58.58","0.0021"
"283","283","SKU-00812","2","58.77","0.0024"
"284","284","SKU-00829","1","58.96","0.0002"
"285","285","SKU-00846","4","59.15","0.0005"
"286","286","SKU-00863","3","59.34","0.0008"
"287","287","SKU-00880","2","59.53","0.0011"
"288","288","SKU-00897","1","59.72","0.0014"
"289","289","SKU-00914","4","59.91","0.0017"
"290","290","SKU-00931","3","60.10","0.0020"
"291","291","SKU-00948","2","60.29","0.0023"
"292","292","SKU-00965","1","60.48","0.0001"
"293","293","SKU-00982","4","60.67","0.0004"
"294","294","SKU-00999","3","60.86","0.0007"
"295","295","SKU-00016","2","61.05","0.0010"
"296","296","SKU-00033","1","61.24","0.0013"
"297","297","SKU-00050","4","61.43","0.0016"
"298","298","SKU-00067","3","61.62","0.0019"
"299","299","SKU-00084","2","61.81","0.0022"
"300","300","SKU-00101","1","62.00","0.0000"
"301","301","SKU-00118","4","62.19","0.0003"
"302","302","SKU-00135","3","62.38","0.0006"
"303","303","SKU-00152","2","62.57","0.0009"
"304","304","SKU-00169","1","62.76","0.0012"
"305","305","SKU-00186","4","62.95","0.0015"
"306","306","SKU-00203","3","63.14","0.0018"
"307","307","SKU-00220","2","63.33","0.0021"
"308","308","SKU-00237","1","63.52","0.0024"
"309","309","SKU-00254","4","63.71","0.0002"
"310","310","SKU-00271","3","63.90","0.0005"
"311","311","SKU-00288","2","64.09","0.0008"
"312","312","SKU-00305","1","64.28","0.0011"
"313","313","SKU-00322","4","64.47","0.0014"
"314","314","SKU-00339","3","64.66","0.0017"
"315","315","SKU-00356","2","64.85","0.0020"
"316","316","SKU-00373","1","65.04","0.0023"
"317","317","SKU-00390","4","65.23","0.0001"
"318","318","SKU-00407","3","65.42","0.0004"
"319","319","SKU-00424","2","65.61","0.0007"
"320","320","SKU-00441","1","65.80","0.0010"
"321","321","SKU-00458","4","65.99","0.0013"
"322","322","SKU-00475","3","66.18","0.0016"
"323","323","SKU-00492","2","66.37","0.0019"
"324","324","SKU-00509","1","66.56","0.0022"
"325","325","SKU-00526","4","66.75","0.0000"
"326","326","SKU-00543","3","66.94","0.0003"
"327","327","SKU-00560","2","67.13","0.0006"
"328","328","SKU-00577","1","67.32","0.0009"
"329","329","SKU-00594","4","67.51","0.0012"
"330","330","SKU-00611","3","67.70","0.0015"
"331","331","SKU-00628","2","67.89","0.0018"
"332","332","SKU-00645","1","68.08","0.0021"
"333","333","SKU-00662","4","68.27","0.0024"
"334","334","SKU-00679","3","68.46","0.0002"
"335","335","SKU-00696","2","68.65","0.0005"
"336","336","SKU-00713","1","68.84","0.0008"
"337","337","SKU-00730","4","69.03","0.0011"
"338","338","SKU-00747","3","69.22","0.0014"
"339","339","SKU-00764","2","69.41","0.0017"
"340","340","SKU-00781","1","69.60","0.0020"
"341","341","SKU-00798","4","69.79","0.0023"
"342","342","SKU-00815","3","69.98","0.0001"
"343","343","SKU-00832","2","70.17","0.0004"
"344","344","SKU-00849","1","70.36","0.0007"
"345","345","SKU-00866","4","70.55","0.0010"
"346","346","SKU-00883","3","70.74","0.0013"
"347","347","SKU-00900","2","70.93","0.0016"
"348","348","SKU-00917","1","71.12","0.0019"
"349","349","SKU-00934","4","71.31","0.0022"
"350","350","SKU-00951","3","71.50","0.0000"
"351","351","SKU-00968","2","71.69","0.0003"
"352","352","SKU-00985","1","71.88","0.0006"
"353","353","SKU-00002","4","72.07","0.0009"
"354","354","SKU-00019","3","72.26","0.0012"
"355","355","SKU-00036","2","72.45","0.0015"
"356","356","SKU-00053","1","72.64","0.0018"
"357","357","SKU-00070","4","72.83","0.0021"
"358","358","SKU-00087","3","73.02","0.0024"
"359","359","SKU-00104","2","73.21","0.0002"
"360","360","SKU-00121","1","73.40","0.0005"
"361","361","SKU-00138","4","73.59","0.0008"
"362","362","SKU-00155","3","73.78","0.0011"
"363","363","SKU-00172","2","73.97","0.0014"
"364","364","SKU-00189","1","74.16","0.0017"
"365","365","SKU-00206","4","74.35","0.0020"
"366","366","SKU-00223","3","74.54","0.0023"
"367","367","SKU-00240","2","74.73","0.0001"
"368","368","SKU-00257","1","74.92","0.0004"
"369","369","SKU-00274","4","75.11","0.0007"
"370","370","SKU-00291","3","75.30","0.0010"
"371","371","SKU-00308","2","75.49","0.0013"
"372","372","SKU-00325","1","75.68","0.0016"
"373","373","SKU-00342","4","75.87","0.0019"
"374","374","SKU-00359","3","76.06","0.0022"
"375","375","SKU-00376","2","76.25","0.0000"
"376","376","SKU-00393","1","76.44","0.0003"
"377","377","SKU-00410","4","76.63","0.0006"
"378","378","SKU-00427","3","76.82","0.0009"
"379","379","SKU-00444","2","77.01","0.0012"
"380","380","SKU-00461","1","77.20","0.0015"
"381","381","SKU-00478","4","77.39","0.0018"
"382","382","SKU-00495","3","77.58","0.0021"
"383","383","SKU-00512","2","77.77","0.0024"
"384","384","SKU-00529","1","77.96","0.0002"
"385","385","SKU-00546","4","78.15","0.0005"
"386","386","SKU-00563","3","78.34","0.0008"
"387","387","SKU-00580","2","78.53","0.0011"
"388","388","SKU-00597","1","78.72","0.0014"
"389","389","SKU-00614","4","78.91","0.0017"
"390","390","SKU-00631","3","79.10","0.0020"
"391","391","SKU-00648","2","79.29","0.0023"
"392","392","SKU-00665","1","79.48","0.0001"
"393","393","SKU-00682","4","79.67","0.0004"
"394","394","SKU-00699","3","79.86","0.0007"
"395","395","SKU-00716","2","80.05","0.0010"
"396","396","SKU-00733","1","80.24","0.0013"
"397","397","SKU-00750","4","80.43","0.0016"
"398","398","SKU-00767","3","80.62","0.0019"
"399","399","SKU-00784","2","80.81","0.0022"
"400","400","SKU-00801","1","81.00","0.0000"
"401","401","SKU-00818","4","81.19","0.0003"
"402","402","SKU-00835","3","81.38","0.0006"
"403","403","SKU-00852","2","81.57","0.0009"
"404","404","SKU-00869","1","81.76","0.0012"
"405","405","SKU-00886","4","81.95","0.0015"
"406","406","SKU-00903","3","82.14","0.0018"
"407","407","SKU-00920","2","82.33","0.0021"
"408","408","SKU-00937","1","82.52","0.0024"
"409","409","SKU-00954","4","82.71","0.0002"
"410","410","SKU-00971","3","82.90","0.0005"
"411","411","SKU-00988","2","83.09","0.0008"
"412","412","SKU-00005","1","83.28","0.0011"
"413","413","SKU-00022","4","83.47","0.0014"
"414","414","SKU-00039","3","83.66","0.0017"
"415","415","SKU-00056","2","83.85","0.0020"
"416","416","SKU-00073","1","84.04","0.0023"
"417","417","SKU-00090","4","84.23","0.0001"
"418","418","SKU-00107","3","84.42","0.0004"
"419","419","SKU-00124","2","84.61","0.0007"
"420","420","SKU-00141","1","84.80","0.0010"
"421","421","SKU-00158","4","84.99","0.0013"
"422","422","SKU-00175","3","85.18","0.0016"
"423","423","SKU-00192","2","85.37","0.0019"
"424","424","SKU-00209","1","85.56","0.0022"
"425","425","SKU-00226","4","85.75","0.0000"
"426","426","SKU-00243","3","85.94","0.0003"
"427","427","SKU-00260","2","86.13","0.0006"
"428","428","SKU-00277","1","86.32","0.0009"
"429","429","SKU-00294","4","86.51","0.0012"
"430","430","SKU-00311","3","86.70","0.0015"
"431","431","SKU-00328","2","86.89","0.0018"
"432","432","SKU-00345","1","87.08","0.0021"
"433","433","SKU-00362","4","87.27","0.0024"
"434","434","SKU-00379","3","87.46","0.0002"
"435","435","SKU-00396","2","87.65","0.0005"
"436","436","SKU-00413","1","87.84","0.0008"
"437","437","SKU-00430","4","88.03","0.0011"
"438","438","SKU-00447","3","88.22","0.0014"
"439","439","SKU-00464","2","88.41","0.0017"
"440","440","SKU-00481","1","88.60","0.0020"
"441","441","SKU-00498","4","88.79","0.0023"
"442","442","SKU-00515","3","88.98","0.0001"
"443","443","SKU-00532","2","89.17","0.0004"
"444","444","SKU-00549","1","89.36","0.0007"
"445","445","SKU-00566","4","89.55","0.0010"
"446","446","SKU-00583","3","89.74","0.0013"
"447","447","SKU-00600","2","89.93","0.0016"
"448","448","SKU-00617","1","90.12","0.0019"
"449","449","SKU-00634","4","90.31","0.0022"
"450","450","SKU-00651","3","90.50","0.0000"
"451","451","SKU-00668","2","90.69","0.0003"
"452","452","SKU-00685","1","90.88","0.0006"
"453","453","SKU-00702","4","91.07","0.0009"
"454","454","SKU-00719","3","91.26","0.0012"
"455","455","SKU-00736","2","91.45","0.0015"
"456","456","SKU-00753","1","91.64","0.0018"
"457","457","SKU-00770","4","91.83","0.0021"
"458","458","SKU-00787","3","92.02","0.0024"
"459","459","SKU-00804","2","92.21","0.0002"
"460","460","SKU-00821","1","92.40","0.0005"
"461","461","SKU-00838","4","92.59","0.0008"
"462","462","SKU-00855","3","92.78","0.0011"
"463","463","SKU-00872","2","92.97","0.0014"
"464","464","SKU-00889","1","93.16","0.0017"
"465","465","SKU-00906","4","93.35","0.0020"
"466","466","SKU-00923","3","93.54","0.0023"
"467","467","SKU-00940","2","93.73","0.0001"
"468","468","SKU-00957","1","93.92","0.0004"
"469","469","SKU-00974","4","94.11","0.0007"
"470","470","SKU-00991","3","94.30","0.0010"
"471","471","SKU-00008","2","94.49","0.0013"
"472","472","SKU-00025","1","94.68","0.0016"
"473","473","SKU-00042","4","94.87","0.0019"
"474","474","SKU-00059","3","95.06","0.0022"
"475","475","SKU-00076","2","95.25","0.0000"
"476","476","SKU-00093","1","95.44","0.0003"
"477","477","SKU-00110","4","95.63","0.0006"
"478","478","SKU-00127","3","95.82","0.0009"
"479","479","SKU-00144","2","96.01","0.0012"
"480","480","SKU-00161","1","96.20","0.0015"
"481","481","SKU-00178","4","96.39","0.0018"
"482","482","SKU-00195","3","96.58","0.0021"
"483","483","SKU-00212","2","96.77","0.0024"
"484","484","SKU-00229","1","96.96","0.0002"
"485","485","SKU-00246","4","97.15","0.0005"
"486","486","SKU-00263","3","97.34","0.0008"
"487","487","SKU-00280","2","97.53","0.0011"
"488","488","SKU-00297","1","97.72","0.0014"
"489","489","SKU-00314","4","97.91","0.0017"
"490","490","SKU-00331","3","98.10","0.0020"
"491","491","SKU-00348","2","98.29","0.0023"
"492","492","SKU-00365","1","98.48","0.0001"
"493","493","SKU-00382","4","98.67","0.0004"
"494","494","SKU-00399","3","98.86","0.0007"
"495","495","SKU-00416","2","99.05","0.0010"
"496","496","SKU-00433","1","99.24","0.0013"
"497","497","SKU-00450","4","99.43","0.0016"
"498","498","SKU-00467","3","99.62","0.0019"
"499","499","SKU-00484","2","99.81","0.0022"
"500","500","SKU-00501","1","100.00","0.0000"
"501","501","SKU-00518","4","100.19","0.0003"
"502","502","SKU-00535","3","100.38","0.0006"
"503","503","SKU-00552","2","100.57","0.0009"
"504","504","SKU-00569","1","100.76","0.0012"
"505","505","SKU-00586","4","100.95","0.0015"
"506","506","SKU-00603","3","101.14","0.0018"
"507","507","SKU-00620","2","101.33","0.0021"
"508","508","SKU-00637","1","101.52","0.0024"
"509","509","SKU-00654","4","101.71","0.0002"
"510","510","SKU-00671","3","101.90","0.0005"
"511","511","SKU-00688","2","102.09","0.0008"
"512","512","SKU-00705","1","102.28","0.0011"
"513","513","SKU-00722","4","102.47","0.0014"
"514","514","SKU-00739","3","102.66","0.0017"
"515","515","SKU-00756","2","102.85","0.0020"
"516","516","SKU-00773","1","103.04","0.0023"
"517","517","SKU-00790","4","103.23","0.0001"
"518","518","SKU-00807","3","103.42","0.0004"
"519","519","SKU-00824","2","103.61","0.0007"
"520","520","SKU-00841","1","103.80","0.0010"
"521","521","SKU-00858","4","103.99","0.0013"
"522","522","SKU-00875","3","104.18","0.0016"
"523","523","SKU-00892","2","104.37","0.0019"
"524","524","SKU-00909","1","104.56","0.0022"
"525","525","SKU-00926","4","104.75","0.0000"
"526","526","SKU-00943","3","104.94","0.0003"
"527","527","SKU-00960","2","105.13","0.0006"
"528","528","SKU-00977","1","105.32","0.0009"
"529","529","SKU-00994","4","105.51","0.0012"
"530","530","SKU-00011","3","105.70","0.0015"
"531","531","SKU-00028","2","105.89","0.0018"
"532","532","SKU-00045","1","106.08","0.0021"
"533","533","SKU-00062","4","106.27","0.0024"
"534","534","SKU-00079","3","106.46","0.0002"
"535","535","SKU-00096","2","106.65","0.0005"
"536","536","SKU-00113","1","106.84","0.0008"
"537","537","SKU-00130","4","107.03","0.0011"
"538","538","SKU-00147","3","107.22","0.0014"
"539","539","SKU-00164","2","107.41","0.0017"
"540","540","SKU-00181","1","107.60","0.0020"
"541","541","SKU-00198","4","107.79","0.0023"
"542","542","SKU-00215","3","107.98","0.0001"
"543","543","SKU-00232","2","108.17","0.0004"
"544","544","SKU-00249","1","108.36","0.0007"
"545","545","SKU-00266","4","108.55","0.0010"
"546","546","SKU-00283","3","108.74","0.0013"
"547","547","SKU-00300","2","108.93","0.0016"
"548","548","SKU-00317","1","109.12","0.0019"
"549","549","SKU-00334","4","109.31","0.0022"
"550","550","SKU-00351","3","109.50","0.0000"
"551","551","SKU-00368","2","109.69","0.0003"
"552","552","SKU-00385","1","109.88","0.0006"
"553","553","SKU-00402","4","110.07","0.0009"
"554","554","SKU-00419","3","110.26","0.0012"
"555","555","SKU-00436","2","110.45","0.0015"
"556","556","SKU-00453","1","110.64","0.0018"
"557","557","SKU-00470","4","110.83","0.0021"
"558","558","SKU-00487","3","111.02","0.0024"
"559","559","SKU-00504","2","111.21","0.0002"
"560","560","SKU-00521","1","111.40","0.0005"
"561","561","SKU-00538","4","111.59","0.0008"
"562","562","SKU-00555","3","111.78","0.0011"
"563","563","SKU-00572","2","111.97","0.0014"
"564","564","SKU-00589","1","112.16","0.0017"
"565","565","SKU-00606","4","112.35","0.0020"
"566","566","SKU-00623","3","112.54","0.0023"
"567","567","SKU-00640","2","112.73","0.0001"
"568","568","SKU-00657","1","112.92","0.0004"
"569","569","SKU-00674","4","113.11","0.0007"
"570","570","SKU-00691","3","113.30","0.0010"
"571","571","SKU-00708","2","113.49","0.0013"
"572","572","SKU-00725","1","113.68","0.0016"
"573","573","SKU-00742","4","113.87","0.0019"
"574","574","SKU-00759","3","114.06","0.0022"
"575","575","SKU-00776","2","114.25","0.0000"
"576","576","SKU-00793","1","114.44","0.0003"
"577","577","SKU-00810","4","114.63","0.0006"
"578","578","SKU-00827","3","114.82","0.0009"
"579","579","SKU-00844","2","115.01","0.0012"
"580","580","SKU-00861","1","115.20","0.0015"
