"customer_id","customer_code","region","first_order_ts","last_order_ts","lifetime_orders","lifetime_revenue","avg_order_value","active_days","first_order_month","tags"
"149","CUST00000149","WEST","2026-05-27 18:19:41.437","2026-09-19 14:59:41.437","25","8909.25","356.37","114","2026-05","[""loyalty"",""referral"",""seasonal""]"
"150","CUST00000150","EAST","2026-05-27 17:42:41.437","2026-09-19 14:22:41.437","25","8912.50","356.50","114","2026-05","[""mobile""]"
"152","CUST00000152","SOUT","2026-05-27 16:28:41.437","2026-09-19 13:08:41.437","25","8919.00","356.76","114","2026-05","[""partner"",""priority"",""vip""]"
"153","CUST00000153","WEST","2026-05-27 15:51:41.437","2026-09-19 12:31:41.437","25","8922.25","356.89","114","2026-05","[""loyalty""]"
"154","CUST00000154","EAST","2026-05-27 15:14:41.437","2026-09-19 11:54:41.437","25","8925.50","357.02","114","2026-05","[""mobile"",""staff""]"
"156","CUST00000156","SOUT","2026-05-27 14:00:41.437","2026-09-19 10:40:41.437","25","8932.00","357.28","114","2026-05","[""priority""]"
"157","CUST00000157","WEST","2026-05-27 13:23:41.437","2026-09-19 10:03:41.437","25","8935.25","357.41","114","2026-05","[""loyalty"",""seasonal""]"
"158","CUST00000158","EAST","2026-05-27 12:46:41.437","2026-09-19 09:26:41.437","25","8938.50","357.54","114","2026-05","[""email"",""mobile"",""staff""]"
"160","CUST00000160","SOUT","2026-05-27 11:32:41.437","2026-09-19 08:12:41.437","25","8945.00","357.80","114","2026-05","[""priority"",""vip""]"
"161","CUST00000161","WEST","2026-05-27 10:55:41.437","2026-09-19 07:35:41.437","25","8948.25","357.93","114","2026-05","[""loyalty"",""referral"",""seasonal""]"
"162","CUST00000162","EAST","2026-05-27 10:18:41.437","2026-09-19 06:58:41.437","25","8951.50","358.06","114","2026-05","[""mobile""]"
"164","CUST00000164","SOUT","2026-05-27 09:04:41.437","2026-09-19 05:44:41.437","25","8958.00","358.32","114","2026-05","[""partner"",""priority"",""vip""]"
"165","CUST00000165","WEST","2026-05-27 08:27:41.437","2026-09-19 05:07:41.437","25","8961.25","358.45","114","2026-05","[""loyalty""]"
"166","CUST00000166","EAST","2026-05-27 07:50:41.437","2026-09-19 04:30:41.437","25","8964.50","358.58","114","2026-05","[""mobile"",""staff""]"
"168","CUST00000168","SOUT","2026-05-27 06:36:41.437","2026-09-19 03:16:41.437","25","8971.00","358.84","114","2026-05","[""priority""]"
"169","CUST00000169","WEST","2026-05-27 05:59:41.437","2026-09-19 02:39:41.437","25","8974.25","358.97","114","2026-05","[""loyalty"",""seasonal""]"
"170","CUST00000170","EAST","2026-05-27 05:22:41.437","2026-09-19 02:02:41.437","25","8977.50","359.10","114","2026-05","[""email"",""mobile"",""staff""]"
"172","CUST00000172","SOUT","2026-05-27 04:08:41.437","2026-09-19 00:48:41.437","25","8984.00","359.36","114","2026-05","[""priority"",""vip""]"
"173","CUST00000173","WEST","2026-05-27 03:31:41.437","2026-09-19 00:11:41.437","25","8987.25","359.49","114","2026-05","[""loyalty"",""referral"",""seasonal""]"
"174","CUST00000174","EAST","2026-05-27 02:54:41.437","2026-09-18 23:34:41.437","25","8990.50","359.62","114","2026-05","[""mobile""]"
"176","CUST00000176","SOUT","2026-05-27 01:40:41.437","2026-09-18 22:20:41.437","25","8997.00","359.88","114","2026-05","[""partner"",""priority"",""vip""]"
"177","CUST00000177","WEST","2026-05-27 01:03:41.437","2026-09-18 21:43:41.437","25","9000.25","360.01","114","2026-05","[""loyalty""]"
"178","CUST00000178","EAST","2026-05-27 00:26:41.437","2026-09-18 21:06:41.437","25","9003.50","360.14","114","2026-05","[""mobile"",""staff""]"
"180","CUST00000180","SOUT","2026-05-26 23:12:41.437","2026-09-18 19:52:41.437","25","9010.00","360.40","114","2026-05","[""priority""]"
"181","CUST00000181","WEST","2026-05-26 22:35:41.437","2026-09-18 19:15:41.437","25","9013.25","360.53","114","2026-05","[""loyalty"",""seasonal""]"
"182","CUST00000182","EAST","2026-05-26 21:58:41.437","2026-09-18 18:38:41.437","25","9016.50","360.66","114","2026-05","[""email"",""mobile"",""staff""]"
"184","CUST00000184","SOUT","2026-05-26 20:44:41.437","2026-09-18 17:24:41.437","25","9023.00","360.92","114","2026-05","[""priority"",""vip""]"
"185","CUST00000185","WEST","2026-05-26 20:07:41.437","2026-09-18 16:47:41.437","25","9026.25","361.05","114","2026-05","[""loyalty"",""referral"",""seasonal""]"
"186","CUST00000186","EAST","2026-05-26 19:30:41.437","2026-09-18 16:10:41.437","25","9029.50","361.18","114","2026-05","[""mobile""]"
"188","CUST00000188","SOUT","2026-05-26 18:16:41.437","2026-09-18 14:56:41.437","25","9036.00","361.44","114","2026-05","[""partner"",""priority"",""vip""]"
"189","CUST00000189","WEST","2026-05-26 17:39:41.437","2026-09-18 14:19:41.437","25","9039.25","361.57","114","2026-05","[""loyalty""]"
"190","CUST00000190","EAST","2026-05-26 17:02:41.437","2026-09-18 13:42:41.437","25","9042.50","361.70","114","2026-05","[""mobile"",""staff""]"
"192","CUST00000192","SOUT","2026-05-26 15:48:41.437","2026-09-18 12:28:41.437","25","9049.00","361.96","114","2026-05","[""priority""]"
"193","CUST00000193","WEST","2026-05-26 15:11:41.437","2026-09-18 11:51:41.437","25","9052.25","362.09","114","2026-05","[""loyalty"",""seasonal""]"
"194","CUST00000194","EAST","2026-05-26 14:34:41.437","2026-09-18 11:14:41.437","25","9055.50","362.22","114","2026-05","[""email"",""mobile"",""staff""]"
"196","CUST00000196","SOUT","2026-05-26 13:20:41.437","2026-09-18 10:00:41.437","25","9062.00","362.48","114","2026-05","[""priority"",""vip""]"
"197","CUST00000197","WEST","2026-05-26 12:43:41.437","2026-09-18 09:23:41.437","25","9065.25","362.61","114","2026-05","[""loyalty"",""referral"",""seasonal""]"
"198","CUST00000198","EAST","2026-05-26 12:06:41.437","2026-09-18 08:46:41.437","25","9068.50","362.74","114","2026-05","[""mobile""]"
"200","CUST00000200","SOUT","2026-05-26 10:52:41.437","2026-09-18 07:32:41.437","25","9075.00","363.00","114","2026-05","[""partner"",""priority"",""vip""]"
